Distance_deg,Density_Type,Predictor,Beta,SE,P_value,CI_Lower_95,CI_Upper_95,R2,Adj_R2,F_pvalue,N
2.5,Angular,Axial length (mm),202.25427244113231,48.628551068773845,9.695916806673574e-05,105.10757392454049,299.40097095772416,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Age,-2.290715128232751,9.575743757622341,0.8116989645623158,-21.420462394982433,16.83903213851693,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Spherical equivalent refraction (D),1.5709875395902415,23.020677632994392,0.9458053936673513,-44.41810283033068,47.560077909511165,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Gender,238.66061407887324,119.7288235412224,0.05049021711490387,-0.5252071859970044,477.84643534374345,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Corneal curvature (mm),-443.51926112786407,161.94961610293322,0.007982032407152916,-767.0508117220598,-119.98771053366829,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Anterior chamber depth (mm),314.80628461924266,107.78147601538117,0.004817538015014646,99.48803379718456,530.1245354413007,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
2.5,Angular,Intercept,130.91247187050033,2094.0710895472125,0.9503469369901774,-4052.475441967327,4314.300385708328,0.46597325270359247,0.41590824514455427,2.4992765260764965e-07,71
3.0,Linear,Axial length (mm),-561.6961664837933,550.3937132370913,0.31131700543052604,-1661.234008967559,537.8416759999724,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Age,-10.784214593377243,108.38137365661694,0.9210503476055628,-227.30089872288727,205.73246953613278,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Spherical equivalent refraction (D),41.28113832956143,260.5554960035401,0.8746128203820134,-479.2383026321657,561.8005792912886,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Gender,2883.2849149952804,1355.1296578251815,0.037221487080332114,176.10221211252747,5590.467617878034,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Corneal curvature (mm),-3733.0154957418067,1832.9982819795014,0.045835713214905455,-7394.85051996564,-71.18047151797327,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Anterior chamber depth (mm),6916.521624882091,1219.9057035111434,3.688080874542978e-07,4479.4798255065925,9353.563424257589,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Linear,Intercept,46987.77201889984,23701.375784943662,0.051720659957264714,-361.16923480938567,94336.71327260908,0.3828646647256043,0.32500822704362975,1.776376335965824e-05,71
3.0,Angular,Axial length (mm),217.24237654287833,50.01292173788327,5.102935339285688e-05,117.33007968803898,317.1546733977177,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Age,0.35478389506125696,9.84834860604178,0.9713747850351924,-19.319554161286717,20.02912195140923,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Spherical equivalent refraction (D),-1.8961132972290997,23.676036474615447,0.9364189530113909,-49.1944334592757,45.4022068648175,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Gender,259.09227797466264,123.13729588749963,0.03930425624528123,13.097250427712567,505.08730552161273,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Corneal curvature (mm),-510.69353963287796,166.56004132595416,0.0031749414413608603,-843.4354734141169,-177.951605851639,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Anterior chamber depth (mm),542.1897813038872,110.84982805938905,7.079171823737249e-06,320.74179261362826,763.6377699941462,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.0,Angular,Intercept,-761.6103380364125,2153.685668466073,0.7247776210138022,-5064.0920640101085,3540.871387937284,0.550802424702276,0.5086901520181144,1.350186394727272e-09,71
3.5,Linear,Axial length (mm),-669.2036638052862,597.5013348271582,0.2668977653535747,-1862.8497988839047,524.4424712733323,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Age,-37.826531939443555,117.65762194004931,0.7488816905213239,-272.87465234558,197.2215884666929,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Spherical equivalent refraction (D),-25.33724628956344,282.8561680747338,0.9289035521614403,-590.4074011591285,539.7329085800015,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Gender,2950.6798020843817,1471.113786260905,0.04911476092740421,11.792166395392087,5889.567437773371,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Corneal curvature (mm),-2717.57468115545,1989.882685572856,0.17681501462941138,-6692.822330737674,1257.6729684267734,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Anterior chamber depth (mm),5396.239025293524,1324.3161552922543,0.00012946929036797614,2750.613370174193,8041.864680412855,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Linear,Intercept,45644.14609674721,25729.951720294393,0.08082501743623043,-5757.341459047428,97045.63365254184,0.2691085782360205,0.20058750744564746,0.002104572636354862,71
3.5,Angular,Axial length (mm),192.42963501482802,53.44719610429964,0.0006204678906527982,85.65658641713557,299.20268361252045,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Age,-2.2214129890165313,10.524612459341963,0.833504541266343,-23.24674339924543,18.80391742121237,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Spherical equivalent refraction (D),-8.299497819435743,25.301816419831507,0.7439673868231482,-58.845686789435455,42.24669115056397,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Gender,259.46372602310606,131.59285585323434,0.05296777812607703,-3.4232244112537273,522.3506764574659,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Corneal curvature (mm),-411.01394773974255,177.99734313753163,0.024177289084722768,-766.6045185153514,-55.42337696413375,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Anterior chamber depth (mm),411.1974032000288,118.46163536433332,0.0009335817944209783,174.54308133373067,647.8517250663269,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
3.5,Angular,Intercept,-592.6037107287316,2301.574398568573,0.7976362154738691,-5190.527138367579,4005.3197169101154,0.44339464921432614,0.39121289757816924,8.571103888544425e-07,71
4.0,Linear,Axial length (mm),-396.34353766164037,628.7803688492804,0.5307184322578159,-1652.4767265646644,859.7896512413838,0.2985110878284596,0.2327465023123777,0.0006809297198189155,71
4.0,Linear,Age,-50.95886975929344,123.81696677346198,0.6820325334673576,-298.3116959903069,196.39395647172,0.2985110878284596,0.2327465023123777,0.0006809297198189155,71
4.0,Linear,Spherical equivalent refraction (D),-73.57887896743648,297.6636123244375,0.8055539636802249,-668.2303043192907,521.0725463844177,0.2985110878284596,0.2327465023123777,0.0006809297198189155,71
4.0,Linear,Gender,3102.289949506375,1548.1261969263614,0.04931737564983391,9.552337280510528,6195.027561732239,0.2985110878284596,0.2327465023123777,0.0006809297198189155,71
4.0,Linear,Corneal curvature (mm),-3342.115132653805,2094.052508457137,0.11541456606684146,-7525.465926496978,841.2356611893679,0.2985110878284596,0.2327465023123777,0.0006809297198189155,71
